time,flex0,flex1,flex2,flex3,flex4,gyro
128.192,14.00,15.00,16.00,17.00,13.00,-66.60
128.232,15.00,16.00,17.00,18.00,14.00,-64.80
128.268,15.00,16.00,17.00,18.00,14.00,-64.80
128.31,15.00,16.00,17.00,18.00,14.00,-64.80
128.352,16.00,17.00,18.00,19.00,15.00,-63.00
128.389,16.00,17.00,18.00,19.00,15.00,-63.00
128.431,17.00,18.00,19.00,20.00,16.00,-61.20
128.472,17.00,18.00,19.00,20.00,16.00,-61.20
128.51,18.00,19.00,20.00,21.00,17.00,-59.40
128.554,18.00,19.00,20.00,21.00,17.00,-59.40
128.592,18.00,19.00,20.00,21.00,17.00,-59.40
128.63,19.00,20.00,21.00,22.00,18.00,-57.60
128.671,19.00,20.00,21.00,22.00,18.00,-57.60
128.709,20.00,21.00,22.00,23.00,19.00,-55.80
128.749,20.00,21.00,22.00,23.00,19.00,-55.80
128.79,21.00,22.00,23.00,24.00,20.00,-54.00
128.832,21.00,22.00,23.00,24.00,20.00,-54.00
128.869,22.00,23.00,24.00,25.00,21.00,-52.20
128.915,22.00,23.00,24.00,25.00,21.00,-52.20
128.952,22.00,23.00,24.00,25.00,21.00,-52.20
128.989,23.00,24.00,25.00,26.00,22.00,-50.40
129.033,23.00,24.00,25.00,26.00,22.00,-50.40
129.072,24.00,25.00,26.00,27.00,23.00,-48.60
129.111,24.00,25.00,26.00,27.00,23.00,-48.60
129.154,25.00,26.00,27.00,28.00,24.00,-46.80
129.191,25.00,26.00,27.00,28.00,24.00,-46.80
129.229,25.00,26.00,27.00,28.00,24.00,-46.80
129.275,26.00,27.00,28.00,29.00,25.00,-45.00
129.312,26.00,27.00,28.00,29.00,25.00,-45.00
129.351,27.00,28.00,29.00,30.00,26.00,-43.20
129.394,27.00,28.00,29.00,30.00,26.00,-43.20
129.433,28.00,29.00,30.00,31.00,27.00,-41.40
129.469,28.00,29.00,30.00,31.00,27.00,-41.40
129.514,28.00,29.00,30.00,31.00,27.00,-41.40
129.552,29.00,30.00,31.00,32.00,28.00,-39.60
129.589,29.00,30.00,31.00,32.00,28.00,-39.60
129.633,30.00,31.00,32.00,33.00,29.00,-37.80
129.672,30.00,31.00,32.00,33.00,29.00,-37.80
129.709,31.00,32.00,33.00,34.00,30.00,-36.00
129.754,31.00,32.00,33.00,34.00,30.00,-36.00
129.792,32.00,33.00,34.00,35.00,31.00,-34.20
129.831,32.00,33.00,34.00,35.00,31.00,-34.20
129.871,33.00,34.00,35.00,36.00,32.00,-32.40
129.912,33.00,34.00,35.00,36.00,32.00,-32.40
129.952,33.00,34.00,35.00,36.00,32.00,-32.40
129.993,34.00,35.00,36.00,37.00,33.00,-30.60
130.031,34.00,35.00,36.00,37.00,33.00,-30.60
130.068,35.00,36.00,37.00,38.00,34.00,-28.80
130.114,35.00,36.00,37.00,38.00,34.00,-28.80
130.152,36.00,37.00,38.00,39.00,35.00,-27.00
130.192,36.00,37.00,38.00,39.00,35.00,-27.00
130.231,36.00,37.00,38.00,39.00,35.00,-27.00
130.272,37.00,38.00,39.00,40.00,36.00,-25.20
130.309,37.00,38.00,39.00,40.00,36.00,-25.20
130.35,38.00,39.00,40.00,41.00,37.00,-23.40
130.392,38.00,39.00,40.00,41.00,37.00,-23.40
130.429,39.00,40.00,41.00,42.00,38.00,-21.60
130.474,39.00,40.00,41.00,42.00,38.00,-21.60
130.512,39.00,40.00,41.00,42.00,38.00,-21.60
130.549,40.00,41.00,42.00,43.00,39.00,-19.80
130.593,40.00,41.00,42.00,43.00,39.00,-19.80
130.632,41.00,42.00,43.00,44.00,40.00,-18.00
130.672,41.00,42.00,43.00,44.00,40.00,-18.00
130.714,42.00,43.00,44.00,45.00,41.00,-16.20
130.752,42.00,43.00,44.00,45.00,41.00,-16.20
130.791,43.00,44.00,45.00,46.00,42.00,-14.40
130.826,43.00,44.00,45.00,46.00,42.00,-14.40
130.872,43.00,44.00,45.00,46.00,42.00,-14.40
130.909,44.00,45.00,46.00,47.00,43.00,-12.60
130.954,44.00,45.00,46.00,47.00,43.00,-12.60
130.992,45.00,46.00,47.00,48.00,44.00,-10.80
131.032,45.00,46.00,47.00,48.00,44.00,-10.80
131.074,46.00,47.00,48.00,49.00,45.00,-9.00
131.112,46.00,47.00,48.00,49.00,45.00,-9.00
131.154,46.00,47.00,48.00,49.00,45.00,-9.00
131.193,47.00,48.00,49.00,50.00,46.00,-7.20
131.232,47.00,48.00,49.00,50.00,46.00,-7.20
131.269,48.00,49.00,50.00,51.00,47.00,-5.40
131.309,48.00,49.00,50.00,51.00,47.00,-5.40
131.351,49.00,50.00,51.00,52.00,48.00,-3.60
131.389,49.00,50.00,51.00,52.00,48.00,-3.60
131.435,49.00,50.00,51.00,52.00,48.00,-3.60
131.471,50.00,51.00,52.00,53.00,49.00,-1.80
131.511,50.00,51.00,52.00,53.00,49.00,-1.80
131.551,51.00,52.00,53.00,54.00,50.00,0.00
131.592,51.00,52.00,53.00,54.00,50.00,0.00
131.629,52.00,53.00,54.00,55.00,51.00,1.80
131.674,52.00,53.00,54.00,55.00,51.00,1.80
131.712,53.00,54.00,55.00,56.00,52.00,3.60
131.749,53.00,54.00,55.00,56.00,52.00,3.60
131.79,53.00,54.00,55.00,56.00,52.00,3.60
131.832,54.00,55.00,56.00,57.00,53.00,5.40
131.869,54.00,55.00,56.00,57.00,53.00,5.40
131.914,55.00,56.00,57.00,58.00,54.00,7.20
131.952,55.00,56.00,57.00,58.00,54.00,7.20
131.989,56.00,57.00,58.00,59.00,55.00,9.00
132.034,56.00,57.00,58.00,59.00,55.00,9.00
132.071,57.00,58.00,59.00,60.00,56.00,10.80
132.109,57.00,58.00,59.00,60.00,56.00,10.80
132.153,57.00,58.00,59.00,60.00,56.00,10.80
132.192,58.00,59.00,60.00,61.00,57.00,12.60
132.229,58.00,59.00,60.00,61.00,57.00,12.60
132.271,59.00,60.00,61.00,62.00,58.00,14.40
132.312,59.00,60.00,61.00,62.00,58.00,14.40
132.352,60.00,61.00,62.00,63.00,59.00,16.20
132.394,60.00,61.00,62.00,63.00,59.00,16.20
132.431,60.00,61.00,62.00,63.00,59.00,16.20
132.466,61.00,62.00,63.00,64.00,60.00,18.00
132.514,61.00,62.00,63.00,64.00,60.00,18.00
132.549,62.00,63.00,64.00,65.00,61.00,19.80
132.591,62.00,63.00,64.00,65.00,61.00,19.80
132.626,63.00,64.00,65.00,66.00,62.00,21.60
132.672,63.00,64.00,65.00,66.00,62.00,21.60
132.712,64.00,65.00,66.00,67.00,63.00,23.40
132.754,64.00,65.00,66.00,67.00,63.00,23.40
