time,flex0,flex1,flex2,flex3,flex4,gyro
10.443,17.00,18.00,19.00,20.00,16.00,-61.20
10.515,18.00,19.00,20.00,21.00,17.00,-59.40
10.564,18.00,19.00,20.00,21.00,17.00,-59.40
10.592,19.00,20.00,21.00,22.00,18.00,-57.60
10.64,19.00,20.00,21.00,22.00,18.00,-57.60
10.673,19.00,20.00,21.00,22.00,18.00,-57.60
10.72,20.00,21.00,22.00,23.00,19.00,-55.80
10.757,20.00,21.00,22.00,23.00,19.00,-55.80
10.799,21.00,22.00,23.00,24.00,20.00,-54.00
10.84,21.00,22.00,23.00,24.00,20.00,-54.00
10.877,21.00,22.00,23.00,24.00,20.00,-54.00
10.915,22.00,23.00,24.00,25.00,21.00,-52.20
10.96,22.00,23.00,24.00,25.00,21.00,-52.20
10.997,23.00,24.00,25.00,26.00,22.00,-50.40
11.038,23.00,24.00,25.00,26.00,22.00,-50.40
11.081,24.00,25.00,26.00,27.00,23.00,-48.60
11.117,24.00,25.00,26.00,27.00,23.00,-48.60
11.154,24.00,25.00,26.00,27.00,23.00,-48.60
11.199,25.00,26.00,27.00,28.00,24.00,-46.80
11.232,25.00,26.00,27.00,28.00,24.00,-46.80
11.272,26.00,27.00,28.00,29.00,25.00,-45.00
11.316,26.00,27.00,28.00,29.00,25.00,-45.00
11.358,27.00,28.00,29.00,30.00,26.00,-43.20
11.398,27.00,28.00,29.00,30.00,26.00,-43.20
11.44,28.00,29.00,30.00,31.00,27.00,-41.40
11.476,28.00,29.00,30.00,31.00,27.00,-41.40
11.516,28.00,29.00,30.00,31.00,27.00,-41.40
11.56,29.00,30.00,31.00,32.00,28.00,-39.60
11.597,29.00,30.00,31.00,32.00,28.00,-39.60
11.636,30.00,31.00,32.00,33.00,29.00,-37.80
11.679,30.00,31.00,32.00,33.00,29.00,-37.80
11.717,31.00,32.00,33.00,34.00,30.00,-36.00
11.754,31.00,32.00,33.00,34.00,30.00,-36.00
11.794,31.00,32.00,33.00,34.00,30.00,-36.00
11.836,32.00,33.00,34.00,35.00,31.00,-34.20
11.874,32.00,33.00,34.00,35.00,31.00,-34.20
11.92,33.00,34.00,35.00,36.00,32.00,-32.40
11.958,33.00,34.00,35.00,36.00,32.00,-32.40
11.992,34.00,35.00,36.00,37.00,33.00,-30.60
12.04,34.00,35.00,36.00,37.00,33.00,-30.60
12.077,35.00,36.00,37.00,38.00,34.00,-28.80
12.115,35.00,36.00,37.00,38.00,34.00,-28.80
12.155,35.00,36.00,37.00,38.00,34.00,-28.80
12.199,36.00,37.00,38.00,39.00,35.00,-27.00
12.234,36.00,37.00,38.00,39.00,35.00,-27.00
12.275,37.00,38.00,39.00,40.00,36.00,-25.20
12.315,37.00,38.00,39.00,40.00,36.00,-25.20
12.357,38.00,39.00,40.00,41.00,37.00,-23.40
12.393,38.00,39.00,40.00,41.00,37.00,-23.40
12.437,38.00,39.00,40.00,41.00,37.00,-23.40
12.49,39.00,40.00,41.00,42.00,38.00,-21.60
12.545,40.00,41.00,42.00,43.00,39.00,-19.80
12.6,40.00,41.00,42.00,43.00,39.00,-19.80
12.656,41.00,42.00,43.00,44.00,40.00,-18.00
12.712,42.00,43.00,44.00,45.00,41.00,-16.20
12.766,42.00,43.00,44.00,45.00,41.00,-16.20
12.821,43.00,44.00,45.00,46.00,42.00,-14.40
12.876,43.00,44.00,45.00,46.00,42.00,-14.40
12.93,44.00,45.00,46.00,47.00,43.00,-12.60
12.985,45.00,46.00,47.00,48.00,44.00,-10.80
13.038,45.00,46.00,47.00,48.00,44.00,-10.80
13.119,46.00,47.00,48.00,49.00,45.00,-9.00
13.176,47.00,48.00,49.00,50.00,46.00,-7.20
13.219,47.00,48.00,49.00,50.00,46.00,-7.20
13.257,48.00,49.00,50.00,51.00,47.00,-5.40
13.296,48.00,49.00,50.00,51.00,47.00,-5.40
13.336,48.00,49.00,50.00,51.00,47.00,-5.40
13.376,49.00,50.00,51.00,52.00,48.00,-3.60
13.415,49.00,50.00,51.00,52.00,48.00,-3.60
13.457,50.00,51.00,52.00,53.00,49.00,-1.80
13.496,50.00,51.00,52.00,53.00,49.00,-1.80
13.536,51.00,52.00,53.00,54.00,50.00,0.00
13.576,51.00,52.00,53.00,54.00,50.00,0.00
13.618,52.00,53.00,54.00,55.00,51.00,1.80
13.657,52.00,53.00,54.00,55.00,51.00,1.80
13.693,52.00,53.00,54.00,55.00,51.00,1.80
13.727,53.00,54.00,55.00,56.00,52.00,3.60
13.77,53.00,54.00,55.00,56.00,52.00,3.60
13.812,53.00,54.00,55.00,56.00,52.00,3.60
13.853,54.00,55.00,56.00,57.00,53.00,5.40
13.89,54.00,55.00,56.00,57.00,53.00,5.40
13.935,55.00,56.00,57.00,58.00,54.00,7.20
13.973,55.00,56.00,57.00,58.00,54.00,7.20
14.01,56.00,57.00,58.00,59.00,55.00,9.00
14.056,56.00,57.00,58.00,59.00,55.00,9.00
14.093,57.00,58.00,59.00,60.00,56.00,10.80
14.131,57.00,58.00,59.00,60.00,56.00,10.80
14.168,58.00,59.00,60.00,61.00,57.00,12.60
14.21,58.00,59.00,60.00,61.00,57.00,12.60
14.249,58.00,59.00,60.00,61.00,57.00,12.60
14.294,59.00,60.00,61.00,62.00,58.00,14.40
14.333,59.00,60.00,61.00,62.00,58.00,14.40
14.37,60.00,61.00,62.00,63.00,59.00,16.20
14.413,60.00,61.00,62.00,63.00,59.00,16.20
14.453,61.00,62.00,63.00,64.00,60.00,18.00
14.49,61.00,62.00,63.00,64.00,60.00,18.00
14.533,61.00,62.00,63.00,64.00,60.00,18.00
14.572,62.00,63.00,64.00,65.00,61.00,19.80
14.61,62.00,63.00,64.00,65.00,61.00,19.80
14.656,63.00,64.00,65.00,66.00,62.00,21.60
14.693,63.00,64.00,65.00,66.00,62.00,21.60
14.731,64.00,65.00,66.00,67.00,63.00,23.40
14.775,64.00,65.00,66.00,67.00,63.00,23.40
14.81,64.00,65.00,66.00,67.00,63.00,23.40
14.849,65.00,66.00,67.00,68.00,64.00,25.20
14.894,65.00,66.00,67.00,68.00,64.00,25.20
14.932,66.00,67.00,68.00,69.00,65.00,27.00
14.972,66.00,67.00,68.00,69.00,65.00,27.00
15.013,67.00,68.00,69.00,70.00,66.00,28.80
