time,flex0,flex1,flex2,flex3,flex4,gyro
0.046,60.00,61.00,62.00,63.00,59.00,16.20
0.083,61.00,62.00,63.00,64.00,60.00,18.00
0.12,61.00,62.00,63.00,64.00,60.00,18.00
0.165,62.00,63.00,64.00,65.00,61.00,19.80
0.204,62.00,63.00,64.00,65.00,61.00,19.80
0.24,63.00,64.00,65.00,66.00,62.00,21.60
0.283,63.00,64.00,65.00,66.00,62.00,21.60
0.323,63.00,64.00,65.00,66.00,62.00,21.60
0.363,64.00,65.00,66.00,67.00,63.00,23.40
0.405,64.00,65.00,66.00,67.00,63.00,23.40
0.443,65.00,66.00,67.00,68.00,64.00,25.20
0.48,65.00,66.00,67.00,68.00,64.00,25.20
0.525,66.00,67.00,68.00,69.00,65.00,27.00
0.563,66.00,67.00,68.00,69.00,65.00,27.00
0.6,67.00,68.00,69.00,70.00,66.00,28.80
0.639,67.00,68.00,69.00,70.00,66.00,28.80
0.683,67.00,68.00,69.00,70.00,66.00,28.80
0.72,68.00,69.00,70.00,71.00,67.00,30.60
0.765,68.00,69.00,70.00,71.00,67.00,30.60
0.803,69.00,70.00,71.00,72.00,68.00,32.40
0.838,69.00,70.00,71.00,72.00,68.00,32.40
0.886,70.00,71.00,72.00,73.00,69.00,34.20
0.926,70.00,71.00,72.00,73.00,69.00,34.20
0.969,71.00,72.00,73.00,74.00,70.00,36.00
1.009,71.00,72.00,73.00,74.00,70.00,36.00
1.047,72.00,73.00,74.00,75.00,71.00,37.80
1.087,72.00,73.00,74.00,75.00,71.00,37.80
1.126,72.00,73.00,74.00,75.00,71.00,37.80
1.167,73.00,74.00,75.00,76.00,72.00,39.60
1.207,73.00,74.00,75.00,76.00,72.00,39.60
1.246,74.00,75.00,76.00,77.00,73.00,41.40
1.287,74.00,75.00,76.00,77.00,73.00,41.40
1.327,75.00,76.00,77.00,78.00,74.00,43.20
1.368,75.00,76.00,77.00,78.00,74.00,43.20
1.408,75.00,76.00,77.00,78.00,74.00,43.20
1.448,76.00,77.00,78.00,79.00,75.00,45.00
1.491,76.00,77.00,78.00,79.00,75.00,45.00
1.528,77.00,78.00,79.00,80.00,76.00,46.80
1.568,77.00,78.00,79.00,80.00,76.00,46.80
1.608,78.00,79.00,80.00,81.00,77.00,48.60
1.659,78.00,79.00,80.00,81.00,77.00,48.60
1.689,79.00,80.00,81.00,82.00,78.00,50.40
1.729,79.00,80.00,81.00,82.00,78.00,50.40
1.769,79.00,80.00,81.00,82.00,78.00,50.40
1.809,80.00,81.00,82.00,83.00,79.00,52.20
1.849,80.00,81.00,82.00,83.00,79.00,52.20
1.889,81.00,82.00,83.00,84.00,80.00,54.00
1.929,81.00,82.00,83.00,84.00,80.00,54.00
1.97,82.00,83.00,84.00,85.00,81.00,55.80
2.01,82.00,83.00,84.00,85.00,81.00,55.80
2.049,82.00,83.00,84.00,85.00,81.00,55.80
2.089,83.00,84.00,85.00,86.00,82.00,57.60
2.129,83.00,84.00,85.00,86.00,82.00,57.60
2.169,84.00,85.00,86.00,87.00,83.00,59.40
2.209,84.00,85.00,86.00,87.00,83.00,59.40
2.25,85.00,86.00,87.00,88.00,84.00,61.20
2.289,85.00,86.00,87.00,88.00,84.00,61.20
2.329,86.00,87.00,88.00,89.00,85.00,63.00
2.37,86.00,87.00,88.00,89.00,85.00,63.00
2.41,86.00,87.00,88.00,89.00,85.00,63.00
2.449,87.00,88.00,89.00,90.00,86.00,64.80
2.49,87.00,88.00,89.00,90.00,86.00,64.80
2.529,88.00,89.00,90.00,91.00,87.00,66.60
2.57,88.00,89.00,90.00,91.00,87.00,66.60
2.61,89.00,90.00,91.00,92.00,88.00,68.40
2.65,89.00,90.00,91.00,92.00,88.00,68.40
2.69,89.00,90.00,91.00,92.00,88.00,68.40
2.729,90.00,91.00,92.00,93.00,89.00,70.20
2.769,90.00,91.00,92.00,93.00,89.00,70.20
2.809,91.00,92.00,93.00,94.00,90.00,72.00
2.849,91.00,92.00,93.00,94.00,90.00,72.00
2.89,92.00,93.00,94.00,95.00,91.00,73.80
2.93,92.00,93.00,94.00,95.00,91.00,73.80
2.969,93.00,94.00,95.00,96.00,92.00,75.60
3.009,93.00,94.00,95.00,96.00,92.00,75.60
3.049,93.00,94.00,95.00,96.00,92.00,75.60
3.089,94.00,95.00,96.00,97.00,93.00,77.40
3.129,94.00,95.00,96.00,97.00,93.00,77.40
3.169,95.00,96.00,97.00,98.00,94.00,79.20
3.209,95.00,96.00,97.00,98.00,94.00,79.20
3.249,96.00,97.00,98.00,99.00,95.00,81.00
3.288,96.00,97.00,98.00,99.00,95.00,81.00
3.329,96.00,97.00,98.00,99.00,95.00,81.00
3.369,97.00,98.00,99.00,100.00,96.00,82.80
3.41,97.00,98.00,99.00,100.00,96.00,82.80
3.449,98.00,99.00,100.00,101.00,97.00,84.60
3.49,98.00,99.00,100.00,101.00,97.00,84.60
3.53,99.00,100.00,101.00,102.00,98.00,86.40
3.569,99.00,100.00,101.00,102.00,98.00,86.40
3.609,100.00,101.00,102.00,103.00,99.00,88.20
3.652,100.00,101.00,102.00,103.00,99.00,88.20
3.689,100.00,101.00,102.00,103.00,99.00,88.20
3.73,101.00,102.00,103.00,104.00,100.00,90.00
3.77,101.00,102.00,103.00,104.00,100.00,90.00
3.809,1.00,2.00,3.00,4.00,0.00,-90.00
3.849,1.00,2.00,3.00,4.00,0.00,-90.00
3.89,2.00,3.00,4.00,5.00,1.00,-88.20
3.929,2.00,3.00,4.00,5.00,1.00,-88.20
3.969,3.00,4.00,5.00,6.00,2.00,-86.40
4.01,3.00,4.00,5.00,6.00,2.00,-86.40
4.05,3.00,4.00,5.00,6.00,2.00,-86.40
4.089,4.00,5.00,6.00,7.00,3.00,-84.60
4.129,4.00,5.00,6.00,7.00,3.00,-84.60
4.169,5.00,6.00,7.00,8.00,4.00,-82.80
4.209,5.00,6.00,7.00,8.00,4.00,-82.80
4.25,6.00,7.00,8.00,9.00,5.00,-81.00
4.289,6.00,7.00,8.00,9.00,5.00,-81.00
4.328,6.00,7.00,8.00,9.00,5.00,-81.00
4.367,7.00,8.00,9.00,10.00,6.00,-79.20
4.403,7.00,8.00,9.00,10.00,6.00,-79.20
4.45,8.00,9.00,10.00,11.00,7.00,-77.40
4.487,8.00,9.00,10.00,11.00,7.00,-77.40
4.524,8.00,9.00,10.00,11.00,7.00,-77.40
4.568,9.00,10.00,11.00,12.00,8.00,-75.60
4.607,9.00,10.00,11.00,12.00,8.00,-75.60
4.645,10.00,11.00,12.00,13.00,9.00,-73.80
4.688,10.00,11.00,12.00,13.00,9.00,-73.80
4.727,11.00,12.00,13.00,14.00,10.00,-72.00
4.764,11.00,12.00,13.00,14.00,10.00,-72.00
4.809,12.00,13.00,14.00,15.00,11.00,-70.20
4.847,12.00,13.00,14.00,15.00,11.00,-70.20
4.887,12.00,13.00,14.00,15.00,11.00,-70.20
4.929,13.00,14.00,15.00,16.00,12.00,-68.40
4.967,13.00,14.00,15.00,16.00,12.00,-68.40
5.004,14.00,15.00,16.00,17.00,13.00,-66.60
5.05,14.00,15.00,16.00,17.00,13.00,-66.60
5.087,15.00,16.00,17.00,18.00,14.00,-64.80
5.127,15.00,16.00,17.00,18.00,14.00,-64.80
5.168,16.00,17.00,18.00,19.00,15.00,-63.00
5.207,16.00,17.00,18.00,19.00,15.00,-63.00
5.244,16.00,17.00,18.00,19.00,15.00,-63.00
5.286,17.00,18.00,19.00,20.00,16.00,-61.20
5.327,17.00,18.00,19.00,20.00,16.00,-61.20
5.363,18.00,19.00,20.00,21.00,17.00,-59.40
5.408,18.00,19.00,20.00,21.00,17.00,-59.40
5.447,19.00,20.00,21.00,22.00,18.00,-57.60
5.484,19.00,20.00,21.00,22.00,18.00,-57.60
5.529,19.00,20.00,21.00,22.00,18.00,-57.60
5.567,20.00,21.00,22.00,23.00,19.00,-55.80
5.61,20.00,21.00,22.00,23.00,19.00,-55.80
5.643,21.00,22.00,23.00,24.00,20.00,-54.00
5.687,21.00,22.00,23.00,24.00,20.00,-54.00
5.725,22.00,23.00,24.00,25.00,21.00,-52.20
5.769,22.00,23.00,24.00,25.00,21.00,-52.20
5.807,22.00,23.00,24.00,25.00,21.00,-52.20
5.844,23.00,24.00,25.00,26.00,22.00,-50.40
5.89,23.00,24.00,25.00,26.00,22.00,-50.40
5.927,24.00,25.00,26.00,27.00,23.00,-48.60
5.967,24.00,25.00,26.00,27.00,23.00,-48.60
6.01,25.00,26.00,27.00,28.00,24.00,-46.80
6.047,25.00,26.00,27.00,28.00,24.00,-46.80
6.083,26.00,27.00,28.00,29.00,25.00,-45.00
6.129,26.00,27.00,28.00,29.00,25.00,-45.00
6.167,26.00,27.00,28.00,29.00,25.00,-45.00
6.206,27.00,28.00,29.00,30.00,26.00,-43.20
6.249,27.00,28.00,29.00,30.00,26.00,-43.20
6.286,28.00,29.00,30.00,31.00,27.00,-41.40
6.324,28.00,29.00,30.00,31.00,27.00,-41.40
6.37,29.00,30.00,31.00,32.00,28.00,-39.60
6.407,29.00,30.00,31.00,32.00,28.00,-39.60
6.447,29.00,30.00,31.00,32.00,28.00,-39.60
6.488,30.00,31.00,32.00,33.00,29.00,-37.80
6.527,30.00,31.00,32.00,33.00,29.00,-37.80
6.564,31.00,32.00,33.00,34.00,30.00,-36.00
6.609,31.00,32.00,33.00,34.00,30.00,-36.00
6.646,32.00,33.00,34.00,35.00,31.00,-34.20
6.682,32.00,33.00,34.00,35.00,31.00,-34.20
6.729,33.00,34.00,35.00,36.00,32.00,-32.40
6.767,33.00,34.00,35.00,36.00,32.00,-32.40
6.806,33.00,34.00,35.00,36.00,32.00,-32.40
6.849,34.00,35.00,36.00,37.00,33.00,-30.60
6.888,34.00,35.00,36.00,37.00,33.00,-30.60
