time,flex0,flex1,flex2,flex3,flex4,gyro
16.482,40.00,41.00,42.00,43.00,39.00,-19.80
16.515,41.00,42.00,43.00,44.00,40.00,-18.00
16.559,41.00,42.00,43.00,44.00,40.00,-18.00
16.596,42.00,43.00,44.00,45.00,41.00,-16.20
16.639,42.00,43.00,44.00,45.00,41.00,-16.20
16.678,43.00,44.00,45.00,46.00,42.00,-14.40
16.721,43.00,44.00,45.00,46.00,42.00,-14.40
16.76,44.00,45.00,46.00,47.00,43.00,-12.60
16.796,44.00,45.00,46.00,47.00,43.00,-12.60
16.841,44.00,45.00,46.00,47.00,43.00,-12.60
16.879,45.00,46.00,47.00,48.00,44.00,-10.80
16.917,45.00,46.00,47.00,48.00,44.00,-10.80
16.961,46.00,47.00,48.00,49.00,45.00,-9.00
17.0,46.00,47.00,48.00,49.00,45.00,-9.00
17.037,47.00,48.00,49.00,50.00,46.00,-7.20
17.073,47.00,48.00,49.00,50.00,46.00,-7.20
17.119,47.00,48.00,49.00,50.00,46.00,-7.20
17.157,48.00,49.00,50.00,51.00,47.00,-5.40
17.197,48.00,49.00,50.00,51.00,47.00,-5.40
17.238,49.00,50.00,51.00,52.00,48.00,-3.60
17.277,49.00,50.00,51.00,52.00,48.00,-3.60
17.321,50.00,51.00,52.00,53.00,49.00,-1.80
17.36,50.00,51.00,52.00,53.00,49.00,-1.80
17.397,51.00,52.00,53.00,54.00,50.00,0.00
17.44,51.00,52.00,53.00,54.00,50.00,0.00
17.479,51.00,52.00,53.00,54.00,50.00,0.00
17.517,52.00,53.00,54.00,55.00,51.00,1.80
17.561,52.00,53.00,54.00,55.00,51.00,1.80
17.599,53.00,54.00,55.00,56.00,52.00,3.60
17.637,53.00,54.00,55.00,56.00,52.00,3.60
17.682,54.00,55.00,56.00,57.00,53.00,5.40
17.715,54.00,55.00,56.00,57.00,53.00,5.40
17.773,54.00,55.00,56.00,57.00,53.00,5.40
17.795,55.00,56.00,57.00,58.00,54.00,7.20
17.839,55.00,56.00,57.00,58.00,54.00,7.20
17.877,56.00,57.00,58.00,59.00,55.00,9.00
17.916,56.00,57.00,58.00,59.00,55.00,9.00
17.959,57.00,58.00,59.00,60.00,56.00,10.80
17.997,57.00,58.00,59.00,60.00,56.00,10.80
18.035,58.00,59.00,60.00,61.00,57.00,12.60
18.079,58.00,59.00,60.00,61.00,57.00,12.60
18.115,58.00,59.00,60.00,61.00,57.00,12.60
18.159,59.00,60.00,61.00,62.00,58.00,14.40
18.2,59.00,60.00,61.00,62.00,58.00,14.40
18.235,60.00,61.00,62.00,63.00,59.00,16.20
18.28,60.00,61.00,62.00,63.00,59.00,16.20
18.322,61.00,62.00,63.00,64.00,60.00,18.00
18.356,61.00,62.00,63.00,64.00,60.00,18.00
18.402,61.00,62.00,63.00,64.00,60.00,18.00
18.434,62.00,63.00,64.00,65.00,61.00,19.80
18.473,62.00,63.00,64.00,65.00,61.00,19.80
18.539,63.00,64.00,65.00,66.00,62.00,21.60
18.611,64.00,65.00,66.00,67.00,63.00,23.40
18.7,65.00,66.00,67.00,68.00,64.00,25.20
18.759,65.00,66.00,67.00,68.00,64.00,25.20
18.811,66.00,67.00,68.00,69.00,65.00,27.00
18.872,67.00,68.00,69.00,70.00,66.00,28.80
18.926,67.00,68.00,69.00,70.00,66.00,28.80
18.998,68.00,69.00,70.00,71.00,67.00,30.60
19.054,69.00,70.00,71.00,72.00,68.00,32.40
19.106,69.00,70.00,71.00,72.00,68.00,32.40
19.145,70.00,71.00,72.00,73.00,69.00,34.20
19.184,70.00,71.00,72.00,73.00,69.00,34.20
19.224,71.00,72.00,73.00,74.00,70.00,36.00
19.265,71.00,72.00,73.00,74.00,70.00,36.00
19.305,72.00,73.00,74.00,75.00,71.00,37.80
19.349,72.00,73.00,74.00,75.00,71.00,37.80
19.385,72.00,73.00,74.00,75.00,71.00,37.80
19.426,73.00,74.00,75.00,76.00,72.00,39.60
19.465,73.00,74.00,75.00,76.00,72.00,39.60
19.504,74.00,75.00,76.00,77.00,73.00,41.40
19.546,74.00,75.00,76.00,77.00,73.00,41.40
19.587,75.00,76.00,77.00,78.00,74.00,43.20
19.625,75.00,76.00,77.00,78.00,74.00,43.20
19.665,75.00,76.00,77.00,78.00,74.00,43.20
19.706,76.00,77.00,78.00,79.00,75.00,45.00
19.745,76.00,77.00,78.00,79.00,75.00,45.00
19.785,77.00,78.00,79.00,80.00,76.00,46.80
19.827,77.00,78.00,79.00,80.00,76.00,46.80
19.859,78.00,79.00,80.00,81.00,77.00,48.60
19.9,78.00,79.00,80.00,81.00,77.00,48.60
19.953,78.00,79.00,80.00,81.00,77.00,48.60
20.009,79.00,80.00,81.00,82.00,78.00,50.40
20.055,80.00,81.00,82.00,83.00,79.00,52.20
20.103,80.00,81.00,82.00,83.00,79.00,52.20
20.142,81.00,82.00,83.00,84.00,80.00,54.00
20.187,81.00,82.00,83.00,84.00,80.00,54.00
20.224,82.00,83.00,84.00,85.00,81.00,55.80
20.264,82.00,83.00,84.00,85.00,81.00,55.80
20.304,82.00,83.00,84.00,85.00,81.00,55.80
20.351,83.00,84.00,85.00,86.00,82.00,57.60
20.389,83.00,84.00,85.00,86.00,82.00,57.60
20.436,84.00,85.00,86.00,87.00,83.00,59.40
20.475,84.00,85.00,86.00,87.00,83.00,59.40
20.516,85.00,86.00,87.00,88.00,84.00,61.20
20.576,85.00,86.00,87.00,88.00,84.00,61.20
20.624,86.00,87.00,88.00,89.00,85.00,63.00
20.664,86.00,87.00,88.00,89.00,85.00,63.00
20.708,87.00,88.00,89.00,90.00,86.00,64.80
20.742,87.00,88.00,89.00,90.00,86.00,64.80
20.782,88.00,89.00,90.00,91.00,87.00,66.60
20.821,88.00,89.00,90.00,91.00,87.00,66.60
20.863,89.00,90.00,91.00,92.00,88.00,68.40
20.903,89.00,90.00,91.00,92.00,88.00,68.40
20.962,89.00,90.00,91.00,92.00,88.00,68.40
21.017,90.00,91.00,92.00,93.00,89.00,70.20
21.072,91.00,92.00,93.00,94.00,90.00,72.00
21.16,92.00,93.00,94.00,95.00,91.00,73.80
21.205,92.00,93.00,94.00,95.00,91.00,73.80
21.235,93.00,94.00,95.00,96.00,92.00,75.60
21.273,93.00,94.00,95.00,96.00,92.00,75.60
21.31,93.00,94.00,95.00,96.00,92.00,75.60
21.357,94.00,95.00,96.00,97.00,93.00,77.40
21.394,94.00,95.00,96.00,97.00,93.00,77.40
21.439,95.00,96.00,97.00,98.00,94.00,79.20
21.477,95.00,96.00,97.00,98.00,94.00,79.20
21.511,96.00,97.00,98.00,99.00,95.00,81.00
21.559,96.00,97.00,98.00,99.00,95.00,81.00
21.595,96.00,97.00,98.00,99.00,95.00,81.00
21.636,97.00,98.00,99.00,100.00,96.00,82.80
21.675,97.00,98.00,99.00,100.00,96.00,82.80
21.716,98.00,99.00,100.00,101.00,97.00,84.60
21.76,98.00,99.00,100.00,101.00,97.00,84.60
21.794,99.00,100.00,101.00,102.00,98.00,86.40
21.837,99.00,100.00,101.00,102.00,98.00,86.40
21.873,99.00,100.00,101.00,102.00,98.00,86.40
21.911,100.00,101.00,102.00,103.00,99.00,88.20
21.965,100.00,101.00,102.00,103.00,99.00,88.20
22.01,101.00,102.00,103.00,104.00,100.00,90.00
22.062,1.00,2.00,3.00,4.00,0.00,-90.00
22.114,1.00,2.00,3.00,4.00,0.00,-90.00
22.161,2.00,3.00,4.00,5.00,1.00,-88.20
22.204,2.00,3.00,4.00,5.00,1.00,-88.20
22.244,3.00,4.00,5.00,6.00,2.00,-86.40
22.284,3.00,4.00,5.00,6.00,2.00,-86.40
22.324,4.00,5.00,6.00,7.00,3.00,-84.60
22.364,4.00,5.00,6.00,7.00,3.00,-84.60
22.405,4.00,5.00,6.00,7.00,3.00,-84.60
22.445,5.00,6.00,7.00,8.00,4.00,-82.80
22.484,5.00,6.00,7.00,8.00,4.00,-82.80
22.524,6.00,7.00,8.00,9.00,5.00,-81.00
22.564,6.00,7.00,8.00,9.00,5.00,-81.00
22.608,7.00,8.00,9.00,10.00,6.00,-79.20
22.647,7.00,8.00,9.00,10.00,6.00,-79.20
22.688,7.00,8.00,9.00,10.00,6.00,-79.20
22.729,8.00,9.00,10.00,11.00,7.00,-77.40
22.767,8.00,9.00,10.00,11.00,7.00,-77.40
22.807,9.00,10.00,11.00,12.00,8.00,-75.60
22.852,9.00,10.00,11.00,12.00,8.00,-75.60
22.895,10.00,11.00,12.00,13.00,9.00,-73.80
22.954,10.00,11.00,12.00,13.00,9.00,-73.80
22.992,11.00,12.00,13.00,14.00,10.00,-72.00
23.039,11.00,12.00,13.00,14.00,10.00,-72.00
23.085,12.00,13.00,14.00,15.00,11.00,-70.20
23.129,12.00,13.00,14.00,15.00,11.00,-70.20
23.185,13.00,14.00,15.00,16.00,12.00,-68.40
23.24,14.00,15.00,16.00,17.00,13.00,-66.60
23.269,14.00,15.00,16.00,17.00,13.00,-66.60
23.31,14.00,15.00,16.00,17.00,13.00,-66.60
23.351,15.00,16.00,17.00,18.00,14.00,-64.80
23.396,15.00,16.00,17.00,18.00,14.00,-64.80
23.433,16.00,17.00,18.00,19.00,15.00,-63.00
23.478,16.00,17.00,18.00,19.00,15.00,-63.00
23.515,16.00,17.00,18.00,19.00,15.00,-63.00
23.552,17.00,18.00,19.00,20.00,16.00,-61.20
23.594,17.00,18.00,19.00,20.00,16.00,-61.20
23.629,18.00,19.00,20.00,21.00,17.00,-59.40
23.673,18.00,19.00,20.00,21.00,17.00,-59.40
23.713,19.00,20.00,21.00,22.00,18.00,-57.60
23.755,19.00,20.00,21.00,22.00,18.00,-57.60
23.794,19.00,20.00,21.00,22.00,18.00,-57.60
23.829,20.00,21.00,22.00,23.00,19.00,-55.80
23.873,20.00,21.00,22.00,23.00,19.00,-55.80
23.912,21.00,22.00,23.00,24.00,20.00,-54.00
23.95,21.00,22.00,23.00,24.00,20.00,-54.00
23.995,22.00,23.00,24.00,25.00,21.00,-52.20
24.041,22.00,23.00,24.00,25.00,21.00,-52.20
24.083,23.00,24.00,25.00,26.00,22.00,-50.40
24.119,23.00,24.00,25.00,26.00,22.00,-50.40
24.164,24.00,25.00,26.00,27.00,23.00,-48.60
24.2,24.00,25.00,26.00,27.00,23.00,-48.60
24.244,24.00,25.00,26.00,27.00,23.00,-48.60
24.28,25.00,26.00,27.00,28.00,24.00,-46.80
24.33,25.00,26.00,27.00,28.00,24.00,-46.80
24.362,26.00,27.00,28.00,29.00,25.00,-45.00
24.402,26.00,27.00,28.00,29.00,25.00,-45.00
24.446,27.00,28.00,29.00,30.00,26.00,-43.20
24.484,27.00,28.00,29.00,30.00,26.00,-43.20
24.524,27.00,28.00,29.00,30.00,26.00,-43.20
24.568,28.00,29.00,30.00,31.00,27.00,-41.40
24.604,28.00,29.00,30.00,31.00,27.00,-41.40
24.646,29.00,30.00,31.00,32.00,28.00,-39.60
24.683,29.00,30.00,31.00,32.00,28.00,-39.60
24.727,30.00,31.00,32.00,33.00,29.00,-37.80
24.764,30.00,31.00,32.00,33.00,29.00,-37.80
24.801,31.00,32.00,33.00,34.00,30.00,-36.00
24.847,31.00,32.00,33.00,34.00,30.00,-36.00
24.883,31.00,32.00,33.00,34.00,30.00,-36.00
24.92,32.00,33.00,34.00,35.00,31.00,-34.20
24.964,32.00,33.00,34.00,35.00,31.00,-34.20
25.004,33.00,34.00,35.00,36.00,32.00,-32.40
25.044,33.00,34.00,35.00,36.00,32.00,-32.40
25.085,34.00,35.00,36.00,37.00,33.00,-30.60
25.124,34.00,35.00,36.00,37.00,33.00,-30.60
25.165,34.00,35.00,36.00,37.00,33.00,-30.60
25.199,35.00,36.00,37.00,38.00,34.00,-28.80
25.244,35.00,36.00,37.00,38.00,34.00,-28.80
25.284,36.00,37.00,38.00,39.00,35.00,-27.00
25.327,36.00,37.00,38.00,39.00,35.00,-27.00
25.359,37.00,38.00,39.00,40.00,36.00,-25.20
25.399,37.00,38.00,39.00,40.00,36.00,-25.20
25.439,37.00,38.00,39.00,40.00,36.00,-25.20
25.483,38.00,39.00,40.00,41.00,37.00,-23.40
25.519,38.00,39.00,40.00,41.00,37.00,-23.40
25.559,39.00,40.00,41.00,42.00,38.00,-21.60
25.599,39.00,40.00,41.00,42.00,38.00,-21.60
25.639,40.00,41.00,42.00,43.00,39.00,-19.80
25.679,40.00,41.00,42.00,43.00,39.00,-19.80
25.725,41.00,42.00,43.00,44.00,40.00,-18.00
25.766,41.00,42.00,43.00,44.00,40.00,-18.00
25.804,42.00,43.00,44.00,45.00,41.00,-16.20
25.841,42.00,43.00,44.00,45.00,41.00,-16.20
25.888,42.00,43.00,44.00,45.00,41.00,-16.20
25.923,43.00,44.00,45.00,46.00,42.00,-14.40
25.963,43.00,44.00,45.00,46.00,42.00,-14.40
26.004,44.00,45.00,46.00,47.00,43.00,-12.60
26.047,44.00,45.00,46.00,47.00,43.00,-12.60
26.081,45.00,46.00,47.00,48.00,44.00,-10.80
26.12,45.00,46.00,47.00,48.00,44.00,-10.80
26.158,45.00,46.00,47.00,48.00,44.00,-10.80
26.199,46.00,47.00,48.00,49.00,45.00,-9.00
26.239,46.00,47.00,48.00,49.00,45.00,-9.00
26.284,47.00,48.00,49.00,50.00,46.00,-7.20
26.326,47.00,48.00,49.00,50.00,46.00,-7.20
26.358,48.00,49.00,50.00,51.00,47.00,-5.40
26.399,48.00,49.00,50.00,51.00,47.00,-5.40
26.444,48.00,49.00,50.00,51.00,47.00,-5.40
26.484,49.00,50.00,51.00,52.00,48.00,-3.60
26.521,49.00,50.00,51.00,52.00,48.00,-3.60
26.564,50.00,51.00,52.00,53.00,49.00,-1.80
26.606,50.00,51.00,52.00,53.00,49.00,-1.80
26.646,51.00,52.00,53.00,54.00,50.00,0.00
26.685,51.00,52.00,53.00,54.00,50.00,0.00
26.724,52.00,53.00,54.00,55.00,51.00,1.80
26.76,52.00,53.00,54.00,55.00,51.00,1.80
26.804,52.00,53.00,54.00,55.00,51.00,1.80
26.842,53.00,54.00,55.00,56.00,52.00,3.60
26.885,53.00,54.00,55.00,56.00,52.00,3.60
26.924,54.00,55.00,56.00,57.00,53.00,5.40
26.961,54.00,55.00,56.00,57.00,53.00,5.40
