time,flex0,flex1,flex2,flex3,flex4,gyro
0.028,100,100,100,100,100,-1
0.075,100,100,100,100,100,-1
0.115,100,100,100,100,100,-1
0.154,100,100,100,100,100,-1
0.193,100,100,100,100,100,-1
0.231,100,100,100,100,100,-1
0.276,100,100,100,100,100,-1
0.313,100,100,100,100,100,-1
0.353,100,100,100,100,100,-1
0.397,100,100,100,100,100,-1
0.434,100,100,100,100,100,-1
0.478,100,100,100,100,100,-1
0.508,100,100,100,100,100,-1
0.554,100,100,100,100,100,-1
0.588,100,100,100,100,100,-1
0.628,100,100,100,100,100,-1
0.674,100,100,100,100,100,-1
0.708,100,100,100,100,100,-1
0.755,100,100,100,100,100,-1
0.791,100,100,100,100,100,-1
0.832,100,100,100,100,100,-1
0.874,100,100,100,100,100,-1
0.914,100,100,100,100,100,-1
0.948,100,100,100,100,100,-1
0.996,100,100,100,100,100,-1
1.033,100,100,100,100,100,-1
1.074,100,100,100,100,100,-1
1.108,100,100,100,100,100,-1
1.154,100,100,100,100,100,-1
1.191,100,100,100,100,100,-1
1.236,100,100,100,100,100,-1
1.274,100,100,100,100,100,-1
1.312,100,100,100,100,100,-1
1.361,100,100,100,100,100,-1
1.392,100,100,100,100,100,-1
1.435,100,100,100,100,100,-1
1.476,100,100,100,100,100,-1
1.513,100,100,100,100,100,-1
1.555,100,100,100,100,100,-1
1.588,100,100,100,100,100,-1
1.634,100,100,100,100,100,-1
1.674,100,100,100,100,100,-1
1.716,100,100,100,100,100,-1
1.753,100,100,100,100,100,-1
1.795,100,100,100,100,100,-1
1.835,100,100,100,100,100,-1
1.873,100,100,100,100,100,-1
1.914,100,100,100,100,100,-1
1.956,100,100,100,100,100,-1
1.993,100,100,100,100,100,-1
2.03,100,100,100,100,100,-1
2.07,100,100,100,100,100,-1
2.109,100,100,100,100,100,-1
2.149,100,100,100,100,100,-1
2.196,100,100,100,100,100,-1
2.233,100,100,100,100,100,-1
2.276,100,100,100,100,100,-1
2.316,100,100,100,100,100,-1
2.354,100,100,100,100,100,-1
2.4,100,100,100,100,100,-1
2.434,100,100,100,100,100,-1
2.469,100,100,100,100,100,-1
2.516,100,100,100,100,100,-1
2.556,100,100,100,100,100,-1
2.593,100,100,100,100,100,-1
2.634,100,100,100,100,100,-1
2.669,100,100,100,100,100,-1
2.713,100,100,100,100,100,-1
2.755,100,100,100,100,100,-1
2.796,100,100,100,100,100,-1
2.833,100,100,100,100,100,-1
2.875,100,100,100,100,100,-1
2.916,100,100,100,100,100,-1
2.952,100,100,100,100,100,-1
2.992,100,100,100,100,100,-1
3.034,100,100,100,100,100,-1
3.075,100,100,100,100,100,-1
3.117,100,100,100,100,100,-1
3.155,100,100,100,100,100,-1
3.193,100,100,100,100,100,-1
3.234,100,100,100,100,100,-1
3.277,100,100,100,100,100,-1
3.313,100,100,100,100,100,-1
3.354,100,100,100,100,100,-1
3.396,100,100,100,100,100,-1
3.433,100,100,100,100,100,-1
3.476,100,100,100,100,100,-1
3.508,100,100,100,100,100,-1
3.554,100,100,100,100,100,-1
3.593,100,100,100,100,100,-1
3.636,100,100,100,100,100,-1
3.673,100,100,100,100,100,-1
3.715,100,100,100,100,100,-1
3.754,100,100,100,100,100,-1
3.793,100,100,100,100,100,-1
3.835,100,100,100,100,100,-1
3.875,100,100,100,100,100,-1
3.913,100,100,100,100,100,-1
3.955,100,100,100,100,100,-1
3.997,100,100,100,100,100,-1
4.033,100,100,100,100,100,-1
4.075,100,100,100,100,100,-1
4.116,100,100,100,100,100,-1
4.153,100,100,100,100,100,-1
4.197,100,100,100,100,100,-1
4.236,100,100,100,100,100,-1
4.273,100,100,100,100,100,-1
4.315,100,100,100,100,100,-1
4.356,100,100,100,100,100,-1
4.393,100,100,100,100,100,-1
4.434,100,100,100,100,100,-1
4.476,100,100,100,100,100,-1
4.513,100,100,100,100,100,-1
4.553,100,100,100,100,100,-1
4.596,100,100,100,100,100,-1
4.634,100,100,100,100,100,-1
4.675,100,100,100,100,100,-1
4.716,100,100,100,100,100,-1
4.753,100,100,100,100,100,-1
4.794,100,100,100,100,100,-1
4.835,100,100,100,100,100,-1
