time,flex0,flex1,flex2,flex3,flex4,gyro
0.0,78.00,79.00,80.00,81.00,77.00,48.60
0.0,79.00,80.00,81.00,82.00,78.00,50.40
0.0,79.00,80.00,81.00,82.00,78.00,50.40
0.0,80.00,81.00,82.00,83.00,79.00,52.20
0.0,80.00,81.00,82.00,83.00,79.00,52.20
0.0,81.00,82.00,83.00,84.00,80.00,54.00
0.0,81.00,82.00,83.00,84.00,80.00,54.00
0.0,81.00,82.00,83.00,84.00,80.00,54.00
0.0,82.00,83.00,84.00,85.00,81.00,55.80
0.0,82.00,83.00,84.00,85.00,81.00,55.80
0.0,83.00,84.00,85.00,86.00,82.00,57.60
0.0,83.00,84.00,85.00,86.00,82.00,57.60
0.0,84.00,85.00,86.00,87.00,83.00,59.40
0.0,84.00,85.00,86.00,87.00,83.00,59.40
0.0,84.00,85.00,86.00,87.00,83.00,59.40
0.0,85.00,86.00,87.00,88.00,84.00,61.20
0.0,85.00,86.00,87.00,88.00,84.00,61.20
0.0,86.00,87.00,88.00,89.00,85.00,63.00
0.0,86.00,87.00,88.00,89.00,85.00,63.00
0.0,87.00,88.00,89.00,90.00,86.00,64.80
0.0,87.00,88.00,89.00,90.00,86.00,64.80
0.0,87.00,88.00,89.00,90.00,86.00,64.80
0.0,88.00,89.00,90.00,91.00,87.00,66.60
0.0,88.00,89.00,90.00,91.00,87.00,66.60
0.0,89.00,90.00,91.00,92.00,88.00,68.40
0.0,89.00,90.00,91.00,92.00,88.00,68.40
0.0,90.00,91.00,92.00,93.00,89.00,70.20
0.0,90.00,91.00,92.00,93.00,89.00,70.20
0.0,91.00,92.00,93.00,94.00,90.00,72.00
0.0,91.00,92.00,93.00,94.00,90.00,72.00
0.0,91.00,92.00,93.00,94.00,90.00,72.00
0.0,92.00,93.00,94.00,95.00,91.00,73.80
0.0,92.00,93.00,94.00,95.00,91.00,73.80
0.0,93.00,94.00,95.00,96.00,92.00,75.60
0.0,93.00,94.00,95.00,96.00,92.00,75.60
0.0,94.00,95.00,96.00,97.00,93.00,77.40
0.0,94.00,95.00,96.00,97.00,93.00,77.40
0.0,94.00,95.00,96.00,97.00,93.00,77.40
0.0,95.00,96.00,97.00,98.00,94.00,79.20
0.0,95.00,96.00,97.00,98.00,94.00,79.20
0.0,96.00,97.00,98.00,99.00,95.00,81.00
0.0,96.00,97.00,98.00,99.00,95.00,81.00
0.0,97.00,98.00,99.00,100.00,96.00,82.80
0.0,97.00,98.00,99.00,100.00,96.00,82.80
0.0,98.00,99.00,100.00,101.00,97.00,84.60
0.0,98.00,99.00,100.00,101.00,97.00,84.60
0.0,98.00,99.00,100.00,101.00,97.00,84.60
0.0,99.00,100.00,101.00,102.00,98.00,86.40
0.0,99.00,100.00,101.00,102.00,98.00,86.40
0.0,100.00,101.00,102.00,103.00,99.00,88.20
0.0,100.00,101.00,102.00,103.00,99.00,88.20
0.0,101.00,102.00,103.00,104.00,100.00,90.00
0.0,101.00,102.00,103.00,104.00,100.00,90.00
0.0,101.00,102.00,103.00,104.00,100.00,90.00
0.0,1.00,2.00,3.00,4.00,0.00,-90.00
0.0,1.00,2.00,3.00,4.00,0.00,-90.00
0.0,2.00,3.00,4.00,5.00,1.00,-88.20
0.0,2.00,3.00,4.00,5.00,1.00,-88.20
0.0,3.00,4.00,5.00,6.00,2.00,-86.40
0.0,3.00,4.00,5.00,6.00,2.00,-86.40
0.0,3.00,4.00,5.00,6.00,2.00,-86.40
0.0,4.00,5.00,6.00,7.00,3.00,-84.60
0.0,4.00,5.00,6.00,7.00,3.00,-84.60
0.0,5.00,6.00,7.00,8.00,4.00,-82.80
0.0,5.00,6.00,7.00,8.00,4.00,-82.80
0.0,6.00,7.00,8.00,9.00,5.00,-81.00
0.0,6.00,7.00,8.00,9.00,5.00,-81.00
0.0,7.00,8.00,9.00,10.00,6.00,-79.20
0.0,7.00,8.00,9.00,10.00,6.00,-79.20
0.0,7.00,8.00,9.00,10.00,6.00,-79.20
0.0,8.00,9.00,10.00,11.00,7.00,-77.40
0.0,8.00,9.00,10.00,11.00,7.00,-77.40
0.0,9.00,10.00,11.00,12.00,8.00,-75.60
0.0,9.00,10.00,11.00,12.00,8.00,-75.60
0.0,10.00,11.00,12.00,13.00,9.00,-73.80
0.0,10.00,11.00,12.00,13.00,9.00,-73.80
0.0,11.00,12.00,13.00,14.00,10.00,-72.00
0.0,11.00,12.00,13.00,14.00,10.00,-72.00
0.0,11.00,12.00,13.00,14.00,10.00,-72.00
0.0,12.00,13.00,14.00,15.00,11.00,-70.20
0.0,12.00,13.00,14.00,15.00,11.00,-70.20
0.0,13.00,14.00,15.00,16.00,12.00,-68.40
0.0,13.00,14.00,15.00,16.00,12.00,-68.40
0.0,14.00,15.00,16.00,17.00,13.00,-66.60
0.0,14.00,15.00,16.00,17.00,13.00,-66.60
0.0,15.00,16.00,17.00,18.00,14.00,-64.80
0.0,15.00,16.00,17.00,18.00,14.00,-64.80
0.0,15.00,16.00,17.00,18.00,14.00,-64.80
0.0,16.00,17.00,18.00,19.00,15.00,-63.00
0.0,16.00,17.00,18.00,19.00,15.00,-63.00
0.0,17.00,18.00,19.00,20.00,16.00,-61.20
0.0,17.00,18.00,19.00,20.00,16.00,-61.20
0.0,18.00,19.00,20.00,21.00,17.00,-59.40
0.0,18.00,19.00,20.00,21.00,17.00,-59.40
0.0,18.00,19.00,20.00,21.00,17.00,-59.40
0.0,19.00,20.00,21.00,22.00,18.00,-57.60
0.0,19.00,20.00,21.00,22.00,18.00,-57.60
0.0,20.00,21.00,22.00,23.00,19.00,-55.80
0.0,20.00,21.00,22.00,23.00,19.00,-55.80
0.0,21.00,22.00,23.00,24.00,20.00,-54.00
0.0,21.00,22.00,23.00,24.00,20.00,-54.00
0.0,21.00,22.00,23.00,24.00,20.00,-54.00
0.0,22.00,23.00,24.00,25.00,21.00,-52.20
0.0,22.00,23.00,24.00,25.00,21.00,-52.20
0.0,23.00,24.00,25.00,26.00,22.00,-50.40
0.0,23.00,24.00,25.00,26.00,22.00,-50.40
0.0,24.00,25.00,26.00,27.00,23.00,-48.60
0.0,24.00,25.00,26.00,27.00,23.00,-48.60
0.0,25.00,26.00,27.00,28.00,24.00,-46.80
0.0,25.00,26.00,27.00,28.00,24.00,-46.80
0.0,25.00,26.00,27.00,28.00,24.00,-46.80
0.0,26.00,27.00,28.00,29.00,25.00,-45.00
0.0,26.00,27.00,28.00,29.00,25.00,-45.00
0.0,27.00,28.00,29.00,30.00,26.00,-43.20
0.0,27.00,28.00,29.00,30.00,26.00,-43.20
0.0,28.00,29.00,30.00,31.00,27.00,-41.40
0.0,28.00,29.00,30.00,31.00,27.00,-41.40
0.0,28.00,29.00,30.00,31.00,27.00,-41.40
0.0,29.00,30.00,31.00,32.00,28.00,-39.60
0.0,30.00,31.00,32.00,33.00,29.00,-37.80
0.0,30.00,31.00,32.00,33.00,29.00,-37.80
0.0,31.00,32.00,33.00,34.00,30.00,-36.00
0.0,32.00,33.00,34.00,35.00,31.00,-34.20
0.0,32.00,33.00,34.00,35.00,31.00,-34.20
0.0,33.00,34.00,35.00,36.00,32.00,-32.40
0.0,33.00,34.00,35.00,36.00,32.00,-32.40
0.0,33.00,34.00,35.00,36.00,32.00,-32.40
0.0,34.00,35.00,36.00,37.00,33.00,-30.60
0.0,34.00,35.00,36.00,37.00,33.00,-30.60
0.0,35.00,36.00,37.00,38.00,34.00,-28.80
0.0,35.00,36.00,37.00,38.00,34.00,-28.80
0.0,36.00,37.00,38.00,39.00,35.00,-27.00
0.0,36.00,37.00,38.00,39.00,35.00,-27.00
0.0,36.00,37.00,38.00,39.00,35.00,-27.00
0.0,37.00,38.00,39.00,40.00,36.00,-25.20
0.0,37.00,38.00,39.00,40.00,36.00,-25.20
0.0,38.00,39.00,40.00,41.00,37.00,-23.40
0.0,38.00,39.00,40.00,41.00,37.00,-23.40
0.0,39.00,40.00,41.00,42.00,38.00,-21.60
0.0,39.00,40.00,41.00,42.00,38.00,-21.60
0.0,40.00,41.00,42.00,43.00,39.00,-19.80
0.0,40.00,41.00,42.00,43.00,39.00,-19.80
0.0,41.00,42.00,43.00,44.00,40.00,-18.00
0.0,41.00,42.00,43.00,44.00,40.00,-18.00
0.0,42.00,43.00,44.00,45.00,41.00,-16.20
0.0,42.00,43.00,44.00,45.00,41.00,-16.20
0.0,43.00,44.00,45.00,46.00,42.00,-14.40
0.0,43.00,44.00,45.00,46.00,42.00,-14.40
