time,flex0,flex1,flex2,flex3,flex4,gyro
0.028,84.00,85.00,86.00,87.00,83.00,59.40
0.063,85.00,86.00,87.00,88.00,84.00,61.20
0.112,85.00,86.00,87.00,88.00,84.00,61.20
0.143,86.00,87.00,88.00,89.00,85.00,63.00
0.186,86.00,87.00,88.00,89.00,85.00,63.00
0.225,87.00,88.00,89.00,90.00,86.00,64.80
0.262,87.00,88.00,89.00,90.00,86.00,64.80
0.311,87.00,88.00,89.00,90.00,86.00,64.80
0.35,88.00,89.00,90.00,91.00,87.00,66.60
0.388,88.00,89.00,90.00,91.00,87.00,66.60
0.424,89.00,90.00,91.00,92.00,88.00,68.40
0.472,89.00,90.00,91.00,92.00,88.00,68.40
0.51,90.00,91.00,92.00,93.00,89.00,70.20
0.546,90.00,91.00,92.00,93.00,89.00,70.20
0.592,91.00,92.00,93.00,94.00,90.00,72.00
0.624,91.00,92.00,93.00,94.00,90.00,72.00
0.665,91.00,92.00,93.00,94.00,90.00,72.00
0.704,92.00,93.00,94.00,95.00,91.00,73.80
0.748,92.00,93.00,94.00,95.00,91.00,73.80
0.787,93.00,94.00,95.00,96.00,92.00,75.60
0.832,93.00,94.00,95.00,96.00,92.00,75.60
0.867,94.00,95.00,96.00,97.00,93.00,77.40
0.905,94.00,95.00,96.00,97.00,93.00,77.40
0.951,94.00,95.00,96.00,97.00,93.00,77.40
0.988,95.00,96.00,97.00,98.00,94.00,79.20
1.031,95.00,96.00,97.00,98.00,94.00,79.20
1.071,96.00,97.00,98.00,99.00,95.00,81.00
1.108,96.00,97.00,98.00,99.00,95.00,81.00
1.145,97.00,98.00,99.00,100.00,96.00,82.80
1.191,97.00,98.00,99.00,100.00,96.00,82.80
1.228,98.00,99.00,100.00,101.00,97.00,84.60
1.265,98.00,99.00,100.00,101.00,97.00,84.60
1.311,98.00,99.00,100.00,101.00,97.00,84.60
1.349,99.00,100.00,101.00,102.00,98.00,86.40
1.387,99.00,100.00,101.00,102.00,98.00,86.40
1.422,100.00,101.00,102.00,103.00,99.00,88.20
1.466,100.00,101.00,102.00,103.00,99.00,88.20
1.504,101.00,102.00,103.00,104.00,100.00,90.00
1.551,101.00,102.00,103.00,104.00,100.00,90.00
1.587,1.00,2.00,3.00,4.00,0.00,-90.00
1.624,1.00,2.00,3.00,4.00,0.00,-90.00
1.67,1.00,2.00,3.00,4.00,0.00,-90.00
1.709,2.00,3.00,4.00,5.00,1.00,-88.20
1.75,2.00,3.00,4.00,5.00,1.00,-88.20
1.789,3.00,4.00,5.00,6.00,2.00,-86.40
1.827,3.00,4.00,5.00,6.00,2.00,-86.40
1.864,4.00,5.00,6.00,7.00,3.00,-84.60
1.91,4.00,5.00,6.00,7.00,3.00,-84.60
1.947,4.00,5.00,6.00,7.00,3.00,-84.60
1.99,5.00,6.00,7.00,8.00,4.00,-82.80
2.02,5.00,6.00,7.00,8.00,4.00,-82.80
2.06,6.00,7.00,8.00,9.00,5.00,-81.00
2.1,6.00,7.00,8.00,9.00,5.00,-81.00
2.15,7.00,8.00,9.00,10.00,6.00,-79.20
2.187,7.00,8.00,9.00,10.00,6.00,-79.20
2.228,7.00,8.00,9.00,10.00,6.00,-79.20
2.27,8.00,9.00,10.00,11.00,7.00,-77.40
2.306,8.00,9.00,10.00,11.00,7.00,-77.40
2.344,9.00,10.00,11.00,12.00,8.00,-75.60
2.387,9.00,10.00,11.00,12.00,8.00,-75.60
2.427,10.00,11.00,12.00,13.00,9.00,-73.80
2.466,10.00,11.00,12.00,13.00,9.00,-73.80
2.51,11.00,12.00,13.00,14.00,10.00,-72.00
2.548,11.00,12.00,13.00,14.00,10.00,-72.00
2.588,11.00,12.00,13.00,14.00,10.00,-72.00
2.63,12.00,13.00,14.00,15.00,11.00,-70.20
2.668,12.00,13.00,14.00,15.00,11.00,-70.20
2.703,13.00,14.00,15.00,16.00,12.00,-68.40
2.75,13.00,14.00,15.00,16.00,12.00,-68.40
2.788,14.00,15.00,16.00,17.00,13.00,-66.60
2.827,14.00,15.00,16.00,17.00,13.00,-66.60
2.871,15.00,16.00,17.00,18.00,14.00,-64.80
2.906,15.00,16.00,17.00,18.00,14.00,-64.80
2.946,15.00,16.00,17.00,18.00,14.00,-64.80
2.99,16.00,17.00,18.00,19.00,15.00,-63.00
3.026,16.00,17.00,18.00,19.00,15.00,-63.00
3.064,17.00,18.00,19.00,20.00,16.00,-61.20
3.109,17.00,18.00,19.00,20.00,16.00,-61.20
3.148,18.00,19.00,20.00,21.00,17.00,-59.40
3.186,18.00,19.00,20.00,21.00,17.00,-59.40
3.227,18.00,19.00,20.00,21.00,17.00,-59.40
3.267,19.00,20.00,21.00,22.00,18.00,-57.60
3.304,19.00,20.00,21.00,22.00,18.00,-57.60
3.351,20.00,21.00,22.00,23.00,19.00,-55.80
3.387,20.00,21.00,22.00,23.00,19.00,-55.80
3.426,21.00,22.00,23.00,24.00,20.00,-54.00
3.469,21.00,22.00,23.00,24.00,20.00,-54.00
3.506,21.00,22.00,23.00,24.00,20.00,-54.00
3.544,22.00,23.00,24.00,25.00,21.00,-52.20
3.59,22.00,23.00,24.00,25.00,21.00,-52.20
3.627,23.00,24.00,25.00,26.00,22.00,-50.40
3.666,23.00,24.00,25.00,26.00,22.00,-50.40
3.71,24.00,25.00,26.00,27.00,23.00,-48.60
3.746,24.00,25.00,26.00,27.00,23.00,-48.60
3.783,25.00,26.00,27.00,28.00,24.00,-46.80
3.829,25.00,26.00,27.00,28.00,24.00,-46.80
3.86,25.00,26.00,27.00,28.00,24.00,-46.80
3.905,26.00,27.00,28.00,29.00,25.00,-45.00
3.95,26.00,27.00,28.00,29.00,25.00,-45.00
3.987,27.00,28.00,29.00,30.00,26.00,-43.20
4.028,27.00,28.00,29.00,30.00,26.00,-43.20
4.07,28.00,29.00,30.00,31.00,27.00,-41.40
4.107,28.00,29.00,30.00,31.00,27.00,-41.40
4.147,28.00,29.00,30.00,31.00,27.00,-41.40
4.19,29.00,30.00,31.00,32.00,28.00,-39.60
4.228,29.00,30.00,31.00,32.00,28.00,-39.60
4.269,30.00,31.00,32.00,33.00,29.00,-37.80
4.31,30.00,31.00,32.00,33.00,29.00,-37.80
4.347,31.00,32.00,33.00,34.00,30.00,-36.00
4.386,31.00,32.00,33.00,34.00,30.00,-36.00
4.423,32.00,33.00,34.00,35.00,31.00,-34.20
4.465,32.00,33.00,34.00,35.00,31.00,-34.20
4.501,32.00,33.00,34.00,35.00,31.00,-34.20
4.54,33.00,34.00,35.00,36.00,32.00,-32.40
4.587,33.00,34.00,35.00,36.00,32.00,-32.40
4.624,34.00,35.00,36.00,37.00,33.00,-30.60
4.67,34.00,35.00,36.00,37.00,33.00,-30.60
4.707,35.00,36.00,37.00,38.00,34.00,-28.80
4.746,35.00,36.00,37.00,38.00,34.00,-28.80
4.79,35.00,36.00,37.00,38.00,34.00,-28.80
4.827,36.00,37.00,38.00,39.00,35.00,-27.00
4.869,36.00,37.00,38.00,39.00,35.00,-27.00
4.91,37.00,38.00,39.00,40.00,36.00,-25.20
4.946,37.00,38.00,39.00,40.00,36.00,-25.20
4.984,38.00,39.00,40.00,41.00,37.00,-23.40
5.03,38.00,39.00,40.00,41.00,37.00,-23.40
5.067,39.00,40.00,41.00,42.00,38.00,-21.60
5.106,39.00,40.00,41.00,42.00,38.00,-21.60
5.15,39.00,40.00,41.00,42.00,38.00,-21.60
