time,flex0,flex1,flex2,flex3,flex4,gyro
0.039,53,100,47,100,14,-8.58
0.079,53,100,47,100,14,-8.58
0.119,53,100,47,100,13,-8.61
0.16,53,100,47,100,13,-8.61
0.199,53,100,47,100,13,-8.61
0.238,53,100,46,100,14,-8.57
0.279,53,100,46,100,14,-8.57
0.319,53,100,46,100,14,-8.57
0.364,53,100,46,100,13,-8.68
0.399,53,100,46,100,13,-8.68
0.44,53,100,46,100,13,-8.68
0.479,53,100,46,100,13,-8.56
0.519,53,100,46,100,13,-8.56
0.559,53,100,46,100,13,-8.56
0.598,53,100,46,100,14,-8.61
0.638,53,100,46,100,14,-8.61
0.678,53,100,46,100,14,-8.61
0.718,53,100,46,100,14,-8.49
0.76,53,100,46,100,14,-8.49
0.799,53,100,46,100,14,-8.49
0.839,53,100,46,100,14,-8.76
0.879,53,100,46,100,14,-8.76
0.919,53,100,46,100,14,-8.76
0.959,53,100,46,100,13,-8.64
1.0,53,100,46,100,13,-8.64
1.039,53,100,46,100,13,-8.64
1.08,53,100,46,100,13,-8.62
1.119,53,100,46,100,13,-8.62
1.16,53,100,46,100,13,-8.62
1.199,53,100,46,100,13,-8.62
1.239,53,100,46,100,14,-8.66
1.28,53,100,46,100,14,-8.66
1.319,53,100,46,100,14,-8.66
1.359,53,100,46,100,13,-8.61
1.402,53,100,46,100,13,-8.61
1.439,53,100,46,100,13,-8.61
1.479,53,100,46,100,13,-8.61
1.519,53,100,46,100,13,-8.61
1.56,53,100,46,100,13,-8.61
1.598,53,100,46,100,13,-8.51
1.639,53,100,46,100,13,-8.51
1.68,53,100,46,100,13,-8.51
1.719,53,100,46,100,13,-8.59
1.759,53,100,46,100,13,-8.59
1.799,53,100,46,100,13,-8.59
1.838,53,100,47,100,13,-8.56
1.878,53,100,47,100,13,-8.56
1.918,53,100,47,100,13,-8.56
1.958,53,100,46,100,14,-8.52
2.0,53,100,46,100,14,-8.52
2.039,53,100,46,100,14,-8.52
2.079,53,100,46,100,13,-8.65
2.118,53,100,46,100,13,-8.65
2.158,53,100,46,100,13,-8.65
2.198,53,100,46,100,13,-8.65
2.238,53,100,46,100,13,-8.56
2.28,53,100,46,100,13,-8.56
2.319,53,100,46,100,13,-8.56
2.359,53,100,47,100,14,-8.60
2.4,53,100,47,100,14,-8.60
2.441,53,100,47,100,14,-8.60
2.479,53,100,47,100,13,-8.68
2.52,53,100,47,100,13,-8.68
2.559,53,100,47,100,13,-8.68
2.6,53,100,47,100,14,-8.54
2.639,53,100,47,100,14,-8.54
2.679,53,100,47,100,14,-8.54
2.719,53,100,47,100,13,-8.65
2.759,53,100,47,100,13,-8.65
2.801,53,100,47,100,13,-8.65
2.839,53,100,47,100,14,-8.64
2.881,53,100,47,100,14,-8.64
2.919,53,100,47,100,14,-8.64
2.96,53,100,47,100,14,-8.57
