time,flex0,flex1,flex2,flex3,flex4,gyro
0.04,53,100,73,100,12,-8.53
0.081,53,100,72,100,12,-8.68
0.12,53,100,72,100,12,-8.68
0.16,53,100,72,100,12,-8.68
0.2,53,100,72,100,12,-8.61
0.24,53,100,72,100,12,-8.61
0.28,53,100,72,100,12,-8.61
0.319,53,100,72,100,12,-8.61
0.359,53,100,72,100,12,-8.61
0.399,53,100,72,100,12,-8.61
0.439,53,100,72,100,12,-8.66
0.482,53,100,72,100,12,-8.66
0.519,53,100,72,100,12,-8.66
0.559,53,100,72,100,12,-8.68
0.6,53,100,72,100,12,-8.68
0.639,53,100,72,100,12,-8.68
0.679,53,100,72,100,12,-8.68
0.72,53,100,73,100,12,-8.60
0.759,53,100,73,100,12,-8.60
0.799,53,100,73,100,12,-8.60
0.839,53,100,72,100,12,-8.61
0.879,53,100,72,100,12,-8.61
0.919,53,100,72,100,12,-8.61
0.959,53,100,72,100,12,-8.62
0.999,53,100,72,100,12,-8.62
1.039,53,100,72,100,12,-8.62
1.079,53,100,72,100,12,-8.61
1.12,53,100,72,100,12,-8.61
1.159,53,100,72,100,12,-8.61
1.199,53,100,72,100,12,-8.54
1.239,53,100,72,100,12,-8.54
1.282,53,100,72,100,12,-8.54
1.319,53,100,72,100,12,-8.61
1.363,53,100,72,100,12,-8.61
1.402,53,100,72,100,12,-8.61
1.44,53,100,71,100,12,-8.71
1.48,53,100,71,100,12,-8.71
1.52,53,100,71,100,12,-8.71
1.56,53,100,71,100,12,-8.48
1.6,53,100,71,100,12,-8.48
1.64,53,100,71,100,12,-8.48
1.68,53,100,71,100,12,-8.58
1.72,53,100,71,100,12,-8.58
1.759,53,100,71,100,12,-8.58
1.8,53,100,71,100,12,-8.68
1.84,53,100,71,100,12,-8.68
1.88,53,100,71,100,12,-8.68
1.919,53,100,71,100,12,-8.64
1.959,53,100,71,100,12,-8.64
2.002,53,100,71,100,12,-8.64
2.04,53,100,71,100,12,-8.64
2.079,53,100,71,100,12,-8.64
2.12,53,100,71,100,12,-8.66
2.16,53,100,71,100,12,-8.66
2.202,53,100,72,100,12,-8.60
2.241,53,100,72,100,12,-8.60
2.279,53,100,72,100,12,-8.60
2.32,53,100,72,100,12,-8.67
2.36,53,100,72,100,12,-8.67
2.399,53,100,72,100,12,-8.67
2.439,53,100,73,100,12,-8.60
2.479,53,100,73,100,12,-8.60
2.519,53,100,73,100,12,-8.60
2.56,53,100,72,100,12,-8.69
2.6,53,100,72,100,12,-8.69
2.639,53,100,72,100,12,-8.69
2.679,53,100,73,100,12,-8.61
2.719,53,100,73,100,12,-8.61
2.759,53,100,73,100,12,-8.61
2.799,53,100,73,100,12,-8.66
2.84,53,100,73,100,12,-8.66
2.88,53,100,73,100,12,-8.66
2.92,53,100,73,100,12,-8.55
2.96,53,100,73,100,12,-8.55
3.0,53,100,73,100,12,-8.55
3.04,53,100,73,100,12,-8.55
3.08,53,100,73,100,12,-8.61
3.12,53,100,73,100,12,-8.61
3.16,53,100,73,100,12,-8.61
3.2,53,100,73,100,12,-8.62
3.241,53,100,73,100,12,-8.62
3.28,53,100,73,100,12,-8.62
3.319,53,100,73,100,12,-8.69
3.36,53,100,73,100,12,-8.69
3.401,53,100,73,100,12,-8.69
3.439,53,100,73,100,12,-8.70
3.48,53,100,73,100,12,-8.70
3.519,53,100,73,100,12,-8.70
3.56,53,100,72,100,12,-8.66
3.6,53,100,72,100,12,-8.66
3.64,53,100,72,100,12,-8.66
3.679,53,100,72,100,12,-8.54
3.719,53,100,72,100,12,-8.54
3.759,53,100,72,100,12,-8.54
3.799,53,100,72,100,12,-8.59
3.839,53,100,72,100,12,-8.59
3.879,53,100,72,100,12,-8.59
3.92,53,100,72,100,12,-8.73
3.959,53,100,72,100,12,-8.73
3.999,53,100,72,100,12,-8.73
4.039,53,100,72,100,12,-8.73
4.08,53,100,72,100,12,-8.57
4.119,53,100,72,100,12,-8.57
4.159,53,100,73,100,12,-8.59
4.199,53,100,73,100,12,-8.59
4.24,53,100,73,100,12,-8.59
4.28,53,100,73,100,12,-8.60
4.319,53,100,73,100,12,-8.60
4.36,53,100,73,100,12,-8.60
4.4,53,100,73,100,12,-8.60
4.44,53,100,73,100,12,-8.67
4.48,53,100,73,100,12,-8.67
